ID,Name,Epoch,a,e,i,w,Node,M,q,Q,P,H,MOID,ref,class,ID2,Name2
2013,VG2,57400,2.60562470,0.658825426,5.8148773,226.6672739,218.8662869,180.1032667,0.8890,4.32,4.21,26.40,0.006977,3,APO,2013,VG2
2013,VH2,56599,2.48635433,0.597830942,3.8222604,197.7502553,221.6660807,356.0359180,0.9999,3.97,3.92,27.40,0.017932,4,APO,2013,VH2
2013,VJ2,57400,1.54539191,0.279986751,38.3250369,202.8099491,226.2809185,36.4621710,1.1127,1.98,1.92,21.60,0.139648,18,AMO,2013,VJ2
2013,VK2,57400,2.37122951,0.497784852,3.9399945,94.3240264,247.2463369,238.8195734,1.1909,3.55,3.65,19.50,0.195791,11,AMO,2013,VK2
2013,VL2,57400,2.93185905,0.603263684,14.4902383,335.7374754,42.3077138,162.9267761,1.1632,4.70,5.02,22.40,0.185963,8,AMO,2013,VL2
2013,VM2,57400,1.85386948,0.455161088,7.2906688,338.6167071,43.3566534,319.1283127,1.0101,2.70,2.52,24.20,0.030262,14,APO,2013,VM2
2013,VM4,57400,1.67016309,0.254324462,18.7149242,249.7893428,195.4394164,336.8892726,1.2454,2.09,2.16,20.50,0.364132,25,AMO,2013,VM4
2013,VN4,57400,2.47091433,0.518243777,17.7920095,153.6735834,228.7856029,209.9245903,1.1904,3.75,3.88,21.70,0.220685,13,AMO,2013,VN4
2013,VO4,57400,1.55489616,0.357642533,4.3793580,209.6449358,220.2122756,33.7724508,0.9988,2.11,1.94,27.10,0.026569,7,APO,2013,VO4
2013,VP4,56603,2.62322071,0.609715371,3.3289863,303.3436980,53.5162633,9.9456754,1.0238,4.22,4.25,24.30,0.050915,5,AMO,2013,VP4
2013,VQ4,57400,1.11570065,0.289788643,13.5539718,343.7166609,207.7023182,182.4653453,0.7924,1.44,1.18,21.80,0.194299,23,APO,2013,VQ4
2013,VV4,57400,2.75766426,0.559224464,19.1130454,167.6175861,231.8821448,175.7865385,1.2155,4.30,4.58,19.70,0.230002,23,AMO,2013,VV4
2013,VW4,56602,1.59064489,0.447320692,8.1350163,118.4672896,220.6643174,24.9088489,0.8791,2.30,2.01,25.80,0.022467,4,APO,2013,VW4
2013,VX4,57400,1.84573396,0.470509641,3.0504598,352.1001978,83.3415513,303.2695569,0.9773,2.71,2.51,23.70,0.002913,6,APO,2013,VX4
2013,VZ4,57400,2.01875730,0.543125151,7.2936524,137.2125255,195.8568826,295.7839438,0.9223,3.12,2.87,22.90,0.007494,12,APO,2013,VZ4
2013,VK5,57400,1.22765000,0.584220673,19.4126295,215.5251340,67.9561245,269.1171569,0.5104,1.94,1.36,20.50,0.185798,19,APO,2013,VK5
2013,VL5,57400,2.52618092,0.616840749,1.6607917,167.2128093,207.1556039,201.4783648,0.9679,4.08,4.02,26.30,0.004187,7,APO,2013,VL5
2013,VM5,57400,2.67082869,0.669544401,1.0967747,232.5192922,120.3046715,187.8086798,0.8826,4.46,4.36,25.70,0.001589,10,APO,2013,VM5
2013,VN5,57400,1.74590745,0.473396386,4.5287888,141.1882171,220.6262911,354.9132975,0.9194,2.57,2.31,27.40,0.000951,4,APO,2013,VN5
2013,VO5,57400,1.27970621,0.690701400,2.0178572,211.0786990,74.0122952,218.3965985,0.3958,2.16,1.45,21.30,0.017827,24,APO,2013,VO5
2013,VY9,57400,1.53599163,0.431703631,2.9787915,194.5774096,145.6870523,78.8781082,0.8729,2.20,1.90,23.70,0.036083,6,APO,2013,VY9
2013,VZ9,57400,2.30318671,0.454678307,6.6898497,218.6718301,129.1568396,249.5242012,1.2560,3.35,3.50,19.90,0.258153,12,AMO,2013,VZ9
2013,VA10,57400,1.16816077,0.766334210,1.0354565,164.4846890,104.8405294,303.6716300,0.2730,2.06,1.26,22.20,0.009622,20,APO,2013,VA10
2013,VB10,57400,1.63559689,0.309438268,24.2077472,348.5893459,41.4011793,20.9995895,1.1295,2.14,2.09,22.70,0.140811,9,AMO,2013,VB10
2013,VC10,57400,1.56677613,0.365212032,2.0437932,240.2727182,224.0824320,12.2296483,0.9946,2.14,1.96,24.80,0.031009,21,APO,2013,VC10
2013,VJ11,57400,1.50750349,0.404252105,0.1986257,276.5688156,82.0389981,83.2399955,0.8981,2.12,1.85,27.90,0.001947,9,APO,2013,VJ11
2013,VK11,57400,1.99034762,0.499994218,9.4626528,346.3427841,49.0097023,282.3227986,0.9952,2.99,2.81,26.90,0.012351,5,APO,2013,VK11
2013,VO11,57400,1.19784271,0.343032807,2.2181176,274.4143466,52.3141477,280.9917049,0.7869,1.61,1.31,28.30,0.004375,5,APO,2013,VO11
2013,VP11,57400,2.27708784,0.662409879,3.0904638,280.7135882,59.5591375,239.6437058,0.7687,3.79,3.44,25.60,0.013807,5,APO,2013,VP11
2013,VQ11,56617,2.37142029,0.561624664,8.1079310,163.7555450,225.8836966,7.3093618,1.0396,3.70,3.65,25.80,0.054572,7,AMO,2013,VQ11
2013,VY11,56605,2.00550573,0.539122403,0.7434467,193.6843366,160.6173079,14.8688536,0.9243,3.09,2.84,25.90,0.006190,3,APO,2013,VY11
2013,VZ11,57400,2.69050287,0.626630211,23.2011114,304.2352076,34.8615121,189.7492432,1.0046,4.38,4.41,20.60,0.153091,7,APO,2013,VZ11
2013,VA12,57400,1.23311810,0.389027975,2.8009364,57.4099189,248.0821155,269.6910896,0.7534,1.71,1.37,22.70,0.022276,7,APO,2013,VA12
2013,VP12,57400,2.76957891,0.635486913,6.7558755,220.5455788,230.2808136,161.8066620,1.0095,4.53,4.61,24.40,0.062702,8,APO,2013,VP12
2013,VQ12,56608,1.70360576,0.239218197,30.1765739,214.0807043,235.2794417,332.1003572,1.2961,2.11,2.22,20.50,0.343943,4,AMO,2013,VQ12
2013,VR12,56609,2.49854854,0.564249957,1.0240937,352.6375215,49.5093877,2.1282569,1.0887,3.91,3.95,24.80,0.096829,6,AMO,2013,VR12
2013,VC13,57400,1.52340909,0.587910876,7.1948650,61.2876042,200.0597168,102.4892539,0.6278,2.42,1.88,19.10,0.057991,28,APO,2013,VC13
2013,VD13,57400,2.85165325,0.562458772,18.4726752,355.5506547,46.3100496,159.2232556,1.2477,4.46,4.82,17.80,0.256492,38,AMO,2013,VD13
2013,VE13,57400,1.15085704,0.431735492,25.7734659,222.7891621,62.9924325,346.0479274,0.6540,1.65,1.23,20.90,0.231677,7,APO,2013,VE13
2013,VF13,57400,2.22786444,0.557685507,11.1374889,320.7882684,162.4433559,215.6296509,0.9854,3.47,3.33,21.30,0.054877,26,APO,2013,VF13
2013,VG13,57400,1.04468304,0.354701862,7.7977259,24.6609966,156.6316082,280.6447798,0.6741,1.42,1.07,21.70,0.101607,17,APO,2013,VG13
2013,VH13,56608,2.31825973,0.593255112,3.5071797,342.6051515,13.4593176,12.2786060,0.9429,3.69,3.53,25.10,0.013781,3,APO,2013,VH13
2013,VJ13,57400,1.86086805,0.582484111,10.2132124,292.1265884,37.6238951,329.2021573,0.7769,2.94,2.54,23.90,0.005279,8,APO,2013,VJ13
2013,VK13,57400,1.79822996,0.488556693,6.4933467,221.4920956,237.4328599,307.7283094,0.9197,2.68,2.41,26.00,0.006184,10,APO,2013,VK13
2013,VL13,57400,2.30548012,0.597899831,4.3248433,155.2863278,211.1392717,232.0236122,0.9270,3.68,3.50,24.70,0.012176,7,APO,2013,VL13
2013,VM13,56611,1.20288242,0.036518194,3.2295532,69.8942343,42.9740563,303.9165389,1.1590,1.25,1.32,24.20,0.184030,5,AMO,2013,VM13
2013,VN13,56608,1.14295428,0.116027576,18.1216360,271.6050445,235.0890365,277.1014879,1.0103,1.28,1.22,24.10,0.107075,3,APO,2013,VN13
2013,VO13,57400,1.07372043,0.289117729,23.8792469,283.1146916,230.5560947,268.0370627,0.7633,1.38,1.11,22.70,0.050549,6,APO,2013,VO13
2013,VP13,56608,1.93618672,0.525173231,5.1930080,322.6710944,32.0546623,16.3784809,0.9194,2.95,2.69,26.10,0.001859,3,APO,2013,VP13
2013,VQ13,57400,1.42731882,0.250715948,27.1072584,9.5634839,46.9547394,94.0239334,1.0695,1.79,1.71,24.40,0.081245,4,AMO,2013,VQ13
2013,VV13,56609,0.73020536,0.425063284,2.1926541,299.4212499,287.4964824,182.2631644,0.4198,1.04,0.62,24.10,0.023178,3,ATE,2013,VV13
2013,VW13,57400,1.67221885,0.574583328,3.5281272,101.3860641,227.7118361,23.8552180,0.7114,2.63,2.16,26.20,0.001839,6,APO,2013,VW13
2013,VX13,56610,1.95952386,0.625501015,6.1464845,301.5584577,17.3785146,25.2994954,0.7338,3.19,2.74,22.10,0.023446,6,APO,2013,VX13
2013,VY13,57400,1.73122064,0.514998524,5.5179469,86.9918501,261.3389019,4.0811181,0.8396,2.62,2.28,21.20,0.041847,22,APO,2013,VY13
2013,VA14,57400,1.93310989,0.406392902,16.8377515,59.4283968,253.4528065,341.3877444,1.1475,2.72,2.69,20.10,0.234181,5,AMO,2013,VA14
2013,VB14,57400,1.53455893,0.358560100,20.0178551,84.6226665,244.8457152,96.0217487,0.9843,2.08,1.90,21.30,0.190572,6,APO,2013,VB14
2013,VD17,57400,2.28024739,0.603470972,4.7613556,138.5749829,231.7193126,234.8607001,0.9042,3.66,3.44,27.40,0.002358,7,APO,2013,VD17
2013,WH,57400,2.26196738,0.458181159,20.6006048,339.2624497,67.2600336,230.0140813,1.2256,3.30,3.40,21.30,0.252696,12,AMO,2013,WH
2013,WL,57400,1.89761428,0.414393131,10.3418497,7.5094033,65.3552543,289.4196074,1.1113,2.68,2.61,24.20,0.126096,11,AMO,2013,WL
2013,WM,56626,2.07885961,0.915980779,4.1528581,40.9028069,239.4077142,15.4806886,0.1747,3.98,3.00,23.80,0.003602,7,APO,2013,WM
2013,WN,57400,2.44191181,0.549176020,7.5543858,132.9873230,258.8909014,208.9466021,1.1009,3.78,3.82,22.20,0.141413,12,AMO,2013,WN
2013,WY,57400,1.52005740,0.338635173,1.2338385,1.9858918,63.0792994,48.6001744,1.0053,2.03,1.87,26.30,0.017943,9,APO,2013,WY
2013,WH25,56624,1.59488221,0.670559455,2.9558135,279.2848329,246.9795082,335.7695160,0.5254,2.66,2.01,29.60,0.000181,3,APO,2013,WH25
2013,WR43,57400,1.41279653,0.367095152,5.9043450,42.0767189,280.2556823,153.0136902,0.8942,1.93,1.68,21.80,0.024493,10,APO,2013,WR43
2013,WS43,57400,1.74895312,0.440002795,4.5904511,67.4708382,60.8888489,305.5353608,0.9794,2.52,2.31,22.80,0.059306,20,APO,2013,WS43
2013,WT43,57400,2.35913978,0.748086119,16.5825016,85.7922891,238.1704795,227.2924475,0.5943,4.12,3.62,22.50,0.010322,8,APO,2013,WT43
2013,WU43,57400,1.63813972,0.420857590,35.3073267,86.0830340,62.5780554,324.8485757,0.9487,2.33,2.10,21.90,0.257516,11,APO,2013,WU43
2013,WV43,56623,1.82280625,0.473599358,6.7844889,36.5204473,65.3000871,347.7426505,0.9595,2.69,2.46,26.80,0.020857,5,APO,2013,WV43
2013,WX43,57400,2.10293129,0.851233159,3.5736267,84.1058479,212.0633700,268.2775639,0.3128,3.89,3.05,22.60,0.024234,9,APO,2013,WX43
2013,WY43,57400,1.11739837,0.292913041,11.4140108,270.4378075,65.6516066,343.7850321,0.7901,1.44,1.18,26.70,0.005282,3,APO,2013,WY43
2013,WZ43,57400,1.41385223,0.236834565,15.8734870,173.2063602,248.8698301,97.8105424,1.0790,1.75,1.68,24.40,0.093455,4,AMO,2013,WZ43
2013,WA44,57400,1.10046551,0.060466077,2.3023760,176.7317045,56.5146995,139.5906082,1.0339,1.17,1.15,23.70,0.021429,17,AMO,2013,WA44
2013,WB44,57400,2.49499055,0.521143593,10.7426594,3.8724031,78.3662705,189.6637771,1.1947,3.80,3.94,22.70,0.210283,12,AMO,2013,WB44
2013,WC44,57400,2.54332234,0.538469512,7.0192215,213.8689332,242.4503158,180.3721281,1.1738,3.91,4.06,22.20,0.201781,18,AMO,2013,WC44
2013,WD44,56625,1.64545120,0.374093624,3.5203639,212.5044697,251.3724462,343.8209532,1.0299,2.26,2.11,25.70,0.055175,3,AMO,2013,WD44
2013,WR44,57400,1.61849036,0.409710434,32.0756378,58.4014133,244.4481419,89.3147191,0.9554,2.28,2.06,20.60,0.082532,21,APO,2013,WR44
2013,WS44,57400,1.40929983,0.252922622,6.3708542,141.3727838,238.6631002,124.7370590,1.0529,1.77,1.67,24.70,0.080208,5,AMO,2013,WS44
2013,WT44,57400,2.26010719,0.568326655,12.2069837,325.8222624,182.7437682,199.7765627,0.9756,3.54,3.40,19.30,0.032748,70,APO,2013,WT44
2013,WU44,57400,1.51578718,0.390153103,17.8673684,94.9073046,74.3138610,352.4578165,0.9244,2.11,1.87,21.00,0.143882,30,APO,2013,WU44
2013,WV44,57400,1.83644719,0.527459035,5.2189643,226.3635673,101.4300677,346.0027394,0.8678,2.81,2.49,22.70,0.013382,5,APO,2013,WV44
2013,WW44,57400,1.05652062,0.323096860,25.7455018,176.2302951,71.5485171,163.1988704,0.7152,1.40,1.09,20.40,0.299715,21,APO,2013,WW44
2013,WX44,57400,2.81990275,0.663115988,3.8999857,139.6648138,252.2278616,166.9804573,0.9500,4.69,4.74,25.80,0.016321,8,APO,2013,WX44
2013,WY44,57400,1.61083142,0.353842464,8.6331332,186.0411956,248.4929023,10.4769155,1.0409,2.18,2.04,25.90,0.055571,4,AMO,2013,WY44
2013,WZ44,57400,1.60722097,0.463004223,11.4957257,125.7587528,242.9218102,36.2883590,0.8631,2.35,2.04,25.80,0.003464,9,APO,2013,WZ44
2013,WR45,57400,1.01504427,0.220546717,4.3568549,302.8001990,242.4356405,293.4904434,0.7912,1.24,1.02,25.70,0.033654,6,APO,2013,WR45
2013,WT45,57400,1.62932454,0.466946490,9.3394794,121.9413091,33.1242139,328.8884687,0.8685,2.39,2.08,20.20,0.007391,28,APO,2013,WT45
2013,WU45,56628,1.42490450,0.589389549,5.8159050,153.6404525,36.2839421,320.5391218,0.5851,2.26,1.70,20.30,0.084872,8,APO,2013,WU45
2013,WV45,57400,1.85493211,0.453747075,4.1736849,54.7129400,53.8603934,286.9174010,1.0133,2.70,2.53,24.90,0.061616,7,APO,2013,WV45
2013,WW45,57400,1.93203579,0.470322865,5.7079816,348.5563134,74.6575640,285.7056808,1.0234,2.84,2.69,25.50,0.039573,7,AMO,2013,WW45
2013,WB64,57400,2.17347019,0.402927004,3.1324263,266.4837527,107.3136552,258.1235715,1.2977,3.05,3.20,21.83,0.303121,3,AMO,2013,WB64
2013,WN67,57400,2.31674668,0.463060313,23.9661412,129.5746811,30.3644657,173.9969693,1.2440,3.39,3.53,18.20,0.339959,16,AMO,2013,WN67
2013,WP67,56625,1.21101999,0.223610515,18.1003693,99.1883241,245.8423249,55.9903886,0.9402,1.48,1.33,24.70,0.100101,3,APO,2013,WP67
2013,WR67,57400,2.55913810,0.717254132,4.9478771,72.2642024,265.9903234,200.1665498,0.7236,4.39,4.09,22.00,0.000331,13,APO,2013,WR67
2013,WS67,56628,2.51511661,0.677167887,15.2126538,294.3717114,66.5257073,13.5868761,0.8120,4.22,3.99,23.30,0.037162,5,APO,2013,WS67
2013,WY67,57400,1.34279084,0.372756744,19.8207350,151.9291353,64.0085156,27.7830500,0.8423,1.84,1.56,19.30,0.134035,13,APO,2013,WY67
2013,WM106,57400,2.44608628,0.639962009,5.8238419,169.1681783,141.9200072,240.2750529,0.8807,4.01,3.83,19.50,0.057963,7,APO,2013,WM106
2013,WZ107,57400,1.50392584,0.361989033,2.0182774,144.9555342,243.7436403,71.7693206,0.9595,2.05,1.84,27.40,0.004569,3,APO,2013,WZ107
2013,WF108,57400,1.99368882,0.574329466,23.4412171,309.0003346,239.0341310,223.0228308,0.8487,3.14,2.82,20.30,0.024540,51,APO,2013,WF108
2013,XS3,57400,1.19908214,0.401192428,27.7553294,341.0142846,251.4656044,69.2653873,0.7180,1.68,1.31,20.10,0.280786,15,APO,2013,XS3
2013,XU3,57400,2.66247501,0.594137593,6.8918550,261.5486067,121.4829209,184.2145493,1.0806,4.24,4.34,21.00,0.146639,12,AMO,2013,XU3
2013,XW3,57400,1.73677141,0.480857923,4.6263498,284.2347369,70.5852098,6.3337871,0.9016,2.57,2.29,20.60,0.040675,16,APO,2013,XW3
2013,XA4,57400,2.67628406,0.590539211,8.4778135,6.8771384,85.3497479,168.7706390,1.0958,4.26,4.38,21.50,0.112932,40,AMO,2013,XA4
2013,XF4,57400,0.91187769,0.430792913,5.7914156,231.9526762,65.7670426,239.3083330,0.5190,1.30,0.87,26.00,0.004880,4,ATE,2013,XF4
2013,XG4,57400,1.76018891,0.426729185,14.5590188,67.6140608,284.4759378,11.5875774,1.0091,2.51,2.34,19.60,0.135851,8,APO,2013,XG4
2013,XH4,57400,1.86625135,0.315779943,15.4047401,207.5997435,286.0504498,271.4707313,1.2769,2.46,2.55,19.60,0.310092,34,AMO,2013,XH4
2013,XV8,57400,1.34602775,0.192565232,4.0413157,15.3000421,107.2137162,95.3647465,1.0868,1.61,1.56,21.80,0.104256,51,AMO,2013,XV8
2013,XW8,56633,1.92666973,0.478714551,1.5291208,172.5646843,285.3696935,353.1243014,1.0043,2.85,2.67,25.20,0.021308,5,APO,2013,XW8
2013,XX8,57400,1.38974557,0.257960094,1.0672932,172.0997928,287.9077845,85.9427192,1.0312,1.75,1.64,24.40,0.047912,29,AMO,2013,XX8
2013,XY8,57400,2.20718638,0.568621687,1.8120332,25.0005979,80.9173140,223.1141312,0.9521,3.46,3.28,25.00,0.000234,38,APO,2013,XY8
2013,XY9,57400,1.62411521,0.389627022,3.0494812,215.0541880,183.4442264,20.4918911,0.9913,2.26,2.07,23.50,0.016616,11,APO,2013,XY9
2013,XZ9,57400,1.52552909,0.394349655,21.4201352,314.9242936,71.3176594,60.2863166,0.9239,2.13,1.88,22.50,0.018358,14,APO,2013,XZ9
2013,XB10,57400,2.20428487,0.521069672,13.6202058,137.9134037,264.1505602,250.4030177,1.0557,3.35,3.27,19.60,0.126353,14,AMO,2013,XB10
2013,XG10,57400,1.82865626,0.462591345,7.3659834,206.4288518,264.3355654,293.3529023,0.9827,2.67,2.47,25.40,0.022934,12,APO,2013,XG10
2013,XH10,56636,1.41070545,0.230036162,22.9795999,40.5486623,77.1036532,334.3606033,1.0862,1.74,1.68,23.40,0.145419,6,AMO,2013,XH10
2013,XG17,57400,2.55134467,0.736913181,14.2195808,82.5073278,75.8287763,172.6659919,0.6712,4.43,4.08,22.80,0.027423,8,APO,2013,XG17
2013,XH17,57400,1.25387671,0.205779216,17.8519104,191.7095559,259.4154542,168.1687937,0.9959,1.51,1.40,25.30,0.014434,7,APO,2013,XH17
2013,XV18,57400,1.96560833,0.457862845,13.4913163,40.5831335,72.9719643,260.8830995,1.0656,2.87,2.76,23.40,0.131179,6,AMO,2013,XV18
2013,XY20,57400,1.13056238,0.106450783,2.8626358,18.1793208,78.6374876,252.5355061,1.0102,1.25,1.20,25.50,0.028473,15,APO,2013,XY20
2013,XZ20,57400,2.29607069,0.514496599,16.2271285,3.3325386,85.9427783,214.0903674,1.1148,3.48,3.48,23.00,0.131046,10,AMO,2013,XZ20
2013,XA21,57400,2.79672575,0.649821002,16.0138837,131.4104110,262.4699045,170.0813215,0.9794,4.61,4.68,21.50,0.094965,7,APO,2013,XA21
2013,XS21,57400,1.91464985,0.494021292,3.0782818,341.0732366,80.4407586,289.0318773,0.9688,2.86,2.65,29.40,0.000642,3,APO,2013,XS21
2013,XT21,57400,2.47850153,0.652438049,3.0712008,130.3875845,262.8642426,200.6678509,0.8614,4.10,3.90,27.30,0.002480,3,APO,2013,XT21
2013,XU21,57400,2.45562587,0.617481414,4.3964806,34.2283018,80.3773411,188.4733598,0.9393,3.97,3.85,26.20,0.007296,5,APO,2013,XU21
2013,XY21,57400,2.68362403,0.526343526,25.0128064,121.2339227,11.2133470,154.4272571,1.2711,4.10,4.40,18.90,0.412666,20,AMO,2013,XY21
2013,XZ21,57400,1.24079038,0.373963587,32.0235098,110.7409899,93.1410769,111.2633623,0.7768,1.70,1.38,20.40,0.065533,17,APO,2013,XZ21
2013,XA22,57400,1.10029464,0.237413106,1.9600218,258.1353804,82.6333913,8.4183869,0.8391,1.36,1.15,22.80,0.003875,7,APO,2013,XA22
2013,XE22,57400,1.65630421,0.371494578,5.1605870,253.1161870,101.7002987,41.6473990,1.0410,2.27,2.13,20.70,0.087891,18,AMO,2013,XE22
2013,XF22,57400,2.55865970,0.543043028,6.1370445,259.2104130,272.4485038,158.5570928,1.1692,3.95,4.09,19.10,0.208826,52,AMO,2013,XF22
2013,XG22,57400,2.06365008,0.521752919,30.6416367,100.6644699,273.2819893,274.8611805,0.9869,3.14,2.96,20.30,0.275774,8,APO,2013,XG22
2013,XH22,57400,1.78009329,0.654823360,4.0419594,91.1632140,82.4572654,293.9157913,0.6144,2.95,2.38,26.20,0.001520,36,APO,2013,XH22
2013,XJ22,57400,1.81626035,0.429169060,8.1841847,25.3143275,96.9091820,296.4444568,1.0368,2.60,2.45,21.40,0.068690,7,AMO,2013,XJ22
2013,XS23,57400,1.06120296,0.056315898,9.7305804,54.0979117,76.7651376,280.6144719,1.0014,1.12,1.09,26.30,0.037890,3,APO,2013,XS23
2013,XT23,56638,2.16306181,0.499585659,1.7957909,179.5616394,245.8543372,5.1968091,1.0824,3.24,3.18,24.52,0.095561,3,AMO,2013,XT23
2013,XU23,56638,1.63805838,0.306881053,9.8812144,337.7067341,84.9091659,10.7536513,1.1354,2.14,2.10,23.30,0.158579,3,AMO,2013,XU23
2013,XM24,57400,1.66723279,0.424930147,38.3487577,118.1823463,99.4820446,280.6080016,0.9588,2.38,2.15,19.00,0.106556,48,APO,2013,XM24
2013,XN24,57400,2.67097415,0.628974128,14.0170847,172.6579664,279.3733420,172.9765823,0.9910,4.35,4.37,19.30,0.010518,20,APO,2013,XN24
2013,YB,56649,1.55461885,0.428921085,0.1934947,230.1575014,269.0414332,341.3143351,0.8878,2.22,1.94,31.50,0.000126,3,APO,2013,YB
2013,YC,57400,2.49556328,0.942855481,2.8063588,34.4355576,262.4212964,198.8650454,0.1426,4.85,3.94,21.30,0.005007,14,APO,2013,YC
2013,YD,57400,1.07739108,0.427132564,7.2777997,73.1510424,268.5823664,0.5868801,0.6172,1.54,1.12,23.60,0.005543,11,APO,2013,YD
2013,YE,57400,2.26214566,0.487108135,30.0327650,31.1357240,86.2897036,207.7939050,1.1602,3.36,3.40,22.40,0.220865,9,AMO,2013,YE
2013,YF,57400,1.10361176,0.317469203,25.1840512,291.6495540,268.1321084,202.5929006,0.7532,1.45,1.16,23.10,0.107405,10,APO,2013,YF
2013,YG,57400,0.97655326,0.078072826,7.1298788,50.2551146,272.5200311,168.4750399,0.9003,1.05,0.97,25.40,0.032779,9,ATE,2013,YG
2013,YL2,57400,1.18513987,0.659550871,5.8218258,303.6882967,277.8305294,166.7633279,0.4035,1.97,1.29,23.10,0.008175,13,APO,2013,YL2
2013,YM2,57400,0.88459812,0.154116650,3.3006542,160.6709381,92.2022971,13.4630319,0.7483,1.02,0.83,26.20,0.015869,5,ATE,2013,YM2
2013,YO2,56652,2.45076402,0.611808221,3.0867333,313.4562301,95.5715265,9.1143266,0.9514,3.95,3.84,24.80,0.019113,4,APO,2013,YO2
2013,YP2,57400,2.05990488,0.474127570,3.0465455,3.3117266,106.5859315,246.2522034,1.0832,3.04,2.96,23.40,0.099852,11,AMO,2013,YP2
2013,YQ2,57400,2.53510191,0.638498488,1.8954808,344.9396452,70.4581980,189.9101317,0.9164,4.15,4.04,23.70,0.010783,8,APO,2013,YQ2
2013,YR2,57400,1.24849376,0.234340005,4.1517725,66.0686272,97.5094927,119.2692662,0.9559,1.54,1.40,24.20,0.035419,8,APO,2013,YR2
2013,YS2,57400,1.45138062,0.296210394,2.9331350,216.1646698,261.8644254,47.4983238,1.0215,1.88,1.75,23.30,0.046920,18,AMO,2013,YS2
2013,YT2,57400,2.06885680,0.439460466,4.9595728,190.4367147,280.7380997,241.0225593,1.1597,2.98,2.98,23.20,0.176921,14,AMO,2013,YT2
2013,YY13,57400,2.46537370,0.708778201,10.3107356,130.6109216,222.2971628,202.9797552,0.7180,4.21,3.87,19.20,0.058856,16,APO,2013,YY13
2013,YZ13,57400,1.39058934,0.261750087,31.2181598,235.4893391,288.4312101,47.6481294,1.0266,1.75,1.64,19.60,0.135338,37,AMO,2013,YZ13
2013,YA14,57400,1.18010982,0.347491593,4.5996289,256.8602253,277.3155364,170.3878776,0.7700,1.59,1.28,23.70,0.005461,4,APO,2013,YA14
2013,YB14,57400,2.46738327,0.705522961,2.7172553,87.6602826,293.1684710,201.1870924,0.7266,4.21,3.88,22.80,0.013030,13,APO,2013,YB14
2013,YC14,57400,1.29595828,0.224926126,23.5361204,185.0477720,273.7203395,136.1143169,1.0045,1.59,1.48,24.60,0.021525,9,APO,2013,YC14
2013,YZ37,57400,2.16512370,0.444950865,2.9388701,10.2604899,141.8129564,214.5508087,1.2018,3.13,3.19,19.80,0.212906,66,AMO,2013,YZ37
2013,YA38,57400,2.49865807,0.698236043,4.1465006,172.4855120,187.0554975,204.0762539,0.7540,4.24,3.95,20.80,0.059697,7,APO,2013,YA38
2013,YB38,57400,2.23107828,0.497367924,22.9827457,306.3311019,248.8060908,173.8432170,1.1214,3.34,3.33,17.80,0.226872,24,AMO,2013,YB38
2013,YC38,57400,1.80133271,0.375990483,7.3631131,329.2180040,103.7951767,316.3788887,1.1240,2.48,2.42,22.60,0.151610,15,AMO,2013,YC38
2013,YD38,56656,1.73672603,0.418250095,26.5375559,21.8222635,93.6966760,352.5598096,1.0103,2.46,2.29,22.70,0.047241,7,APO,2013,YD38
2013,YE38,56657,2.06585840,0.624311282,34.1519908,281.7822292,79.7565991,22.7688896,0.7761,3.36,2.97,20.10,0.094543,6,APO,2013,YE38
2013,YB48,57400,1.35395501,0.052874656,4.6414776,222.6848446,283.4751903,59.0493819,1.2824,1.43,1.58,21.80,0.301011,10,AMO,2013,YB48
2013,YC48,56657,1.16871281,0.614929382,15.8939681,228.8733847,99.5201699,61.7003743,0.4500,1.89,1.26,21.80,0.070775,10,APO,2013,YC48
2013,YD48,57400,1.92222236,0.596341674,3.1619070,287.4884993,248.2339898,254.0934430,0.7759,3.07,2.67,22.60,0.004257,21,APO,2013,YD48
2013,YE48,56657,1.89529252,0.740392543,22.9698645,102.2619293,99.9888378,340.3045912,0.4920,3.30,2.61,23.70,0.013516,10,APO,2013,YE48
2013,YH48,57400,1.02407323,0.227881325,10.0733241,53.8608387,257.5732944,113.1148788,0.7907,1.26,1.04,23.30,0.076850,5,APO,2013,YH48
2013,YJ48,56661,1.51593153,0.496587652,12.2005353,106.5442476,273.2281830,30.8889352,0.7631,2.27,1.87,26.20,0.007683,5,APO,2013,YJ48
2013,YK48,57400,1.18482283,0.286134867,19.9956660,69.2195310,99.7724722,164.6196761,0.8458,1.52,1.29,23.50,0.003414,8,APO,2013,YK48
2013,YL48,56658,1.22421594,0.254076700,13.5113782,249.8948564,276.4824726,315.2617328,0.9132,1.54,1.35,23.90,0.051101,10,APO,2013,YL48
2013,YM48,57400,2.02507977,0.574111722,6.3671679,234.4148209,282.9193940,239.5478233,0.8625,3.19,2.88,25.70,0.010609,6,APO,2013,YM48
2013,YK70,56659,0.94768572,0.681991255,23.1252532,26.8819727,269.7457231,87.0852585,0.3014,1.59,0.92,20.90,0.111513,8,ATE,2013,YK70
2013,YL70,56660,1.28363118,0.672017228,15.1643777,91.4374856,126.9287476,321.5636401,0.4210,2.15,1.45,20.90,0.097508,9,APO,2013,YL70
2013,YM70,57400,1.51636980,0.300375206,19.7615059,62.3007062,118.7077456,350.9630149,1.0609,1.97,1.87,20.50,0.185526,34,AMO,2013,YM70
